New in Version 5.10
Version 5.10 of the Official OVAL Schema is a direct result of feedback from the OVAL Community. This will be a minor version change and may require some new development by tools that support earlier versions of the Language. The changes pending to the different schemas are outlined below. "Open" status means the item is under consideration or being worked upon and "Closed" status means that the item has been incorporated and work on it is completed. For full details on a particular item please expand the item by clicking the + icon in the left column.

Tracker items in this version include:

ID	Title	Status	Date Opened	Resolution
28044	spwebapplication_state timeout entity is underspecified	Closed	2010-10-15	Fixed
28625	spwebapplication_object outboundmailserverinstance entity should be renamed	Closed	2010-12-03	Fixed
30102	document usage of Asset Identificaiton (AI) in OVAL	Closed	2011-04-19	Fixed
30418	Add 'applicability_check' attribute to Criteria, Criterion, & Extend_Definition.	Closed	2011-05-06	Fixed
32445	spelling error in linux-def:rpmverify_object and linux-def:rpmverifypackage_object	Open	2011-10-28	n/a
11802	add a new test for windows rights inheritance settings	Closed	2007-05-16	Rejected
17373	add a new test for active network connections on windows	Closed	2008-10-01	Rejected
17374	add additional protocols to the win-def:port_test	Closed	2008-10-01	Rejected
31351	add DEP status entity to the <win-def:file_state> and <win-sc:file_item>	Closed	2011-07-18	Rejected
31348	add ASLR status entity to the <win-def:process58_state> and <win-sc:process58_item>	Open	2011-07-18	Rejected
31350	add ASLR status entity to the <win-def:file_state> and <win-sc:file_item>	Open	2011-07-18	Rejected
28917	determine if additional information should be collected in the macos-def:accountinfo_test	Closed	2011-01-12	Rejected
31246	schematron rules for reporting deprecated constructs should not report errors	Closed	2011-07-01	Rejected
29420	Add Schematron rule to check datatype for count function	Closed	2011-03-11	Rejected
